address,categories/0,categories/1,categories/2,categories/3,categoryName,description,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,reviewsCount,state,street,title,totalScore,R_ID,Location_ID
704台灣台南市北區公園路677號,中式麵食店,,,,中式麵食店,,23.0163377,120.2142343,星期五,"11:30 to 14:00, 17:00 to 20:00",星期六,休息,星期日,11:30 to 14:00,星期一,"11:30 to 14:00, 17:00 to 20:00",星期二,"11:30 to 14:00, 17:00 to 20:00",星期三,休息,星期四,"11:30 to 14:00, 17:00 to 20:00",579,台南市北區,公園路677號,頡寶牛肉麵,4.5,391,900391
700台灣台南市中西區海安路二段268號,墨西哥餐廳,中美洲菜餐廳,南部菜餐廳 (美國),運動酒吧,墨西哥餐廳,,22.9979014,120.1978301,星期五,18:00 to 00:00,星期六,18:00 to 01:00,星期日,18:00 to 22:00,星期一,休息,星期二,18:00 to 00:00,星期三,18:00 to 00:00,星期四,18:00 to 00:00,407,台南市中西區,海安路二段268號,Funkoo Bar - Mexican Cuisine & Bar,4.3,392,900392
700台灣台南市中西區西門路二段372巷10號,純素餐廳,餐廳,,,純素餐廳,位於地標建築內的多層餐廳，供應素食和西式雜食美食。,22.9980366,120.2010354,星期五,"11:30 to 14:30, 17:30 to 21:00",星期六,"11:30 to 14:30, 17:30 to 21:00",星期日,"11:30 to 14:30, 17:30 to 21:00",星期一,"11:30 to 14:30, 17:30 to 21:00",星期二,休息,星期三,"11:30 to 14:30, 17:30 to 21:00",星期四,"11:30 to 14:30, 17:30 to 21:00",2134,台南市中西區,西門路二段372巷10號,赤崁璽樓蔬食,4.5,393,900393
710台灣台南市永康區中華西街257號,中式麵食店,,,,中式麵食店,,23.0176237,120.2261762,星期五,"11:00 to 14:30, 17:00 to 20:30",星期六,休息,星期日,"11:00 to 14:30, 17:00 to 20:30",星期一,"11:00 to 14:30, 17:00 to 20:30",星期二,"11:00 to 14:30, 17:00 to 20:30",星期三,"11:00 to 14:30, 17:00 to 20:30",星期四,"11:00 to 14:30, 17:00 to 20:30",59,台南市永康區,中華西街257號,東家牛肉麵,4.3,394,900394
700台灣台南市中西區民族路二段245號,台灣餐廳,中餐館,,,台灣餐廳,,22.9959186,120.2044517,星期五,"11:00 to 14:00, 17:30 to 21:00",星期六,"11:00 to 14:00, 17:30 to 21:00",星期日,"11:00 to 14:00, 17:30 to 21:00",星期一,"11:00 to 14:00, 17:30 to 21:00",星期二,"11:00 to 14:00, 17:30 to 21:00",星期三,"11:00 to 14:00, 17:30 to 21:00",星期四,"11:00 to 14:00, 17:30 to 21:00",821,台南市中西區,民族路二段245號,欣欣餐廳(阿塗師),4.2,395,900395
701台灣台南市東區大學路西段89號10樓,自助餐餐廳,美式餐廳,歐陸餐廳,甜品自助餐,自助餐餐廳,,22.9964127,120.2146015,星期五,"06:30 to 10:00, 11:30 to 14:00, 17:30 to 21:00",星期六,"06:30 to 10:30, 11:30 to 14:00, 17:30 to 21:00",星期日,"06:30 to 10:30, 11:30 to 14:00, 17:30 to 21:00",星期一,"06:30 to 10:00, 11:30 to 14:00, 17:30 to 21:00",星期二,"06:30 to 10:00, 11:30 to 14:00, 17:30 to 21:00",星期三,"06:30 to 10:00, 11:30 to 14:00, 17:30 to 21:00",星期四,"06:30 to 10:00, 11:30 to 14:00, 17:30 to 21:00",2425,台南市東區,大學路西段89號10樓,遠東CAFÉ,4.4,396,900396
710台灣台南市永康區南台街18號,早餐餐廳,,,,早餐餐廳,,23.0222944,120.2238682,,,,,,,,,,,,,,,13,台南市永康區,南台街18號,媽媽早餐店,3.8,397,900397
700台灣台南市中西區海安路二段313號,餐廳,,,,餐廳,,22.9993084,120.1980045,星期五,16:00 to 01:00,星期六,14:00 to 03:00,星期日,14:00 to 00:00,星期一,休息,星期二,休息,星期三,休息,星期四,休息,409,台南市中西區,海安路二段313號,懶日子桌遊餐廳Lazyday table dining restaurant,4.2,398,900398
700台灣台南市中西區海安路二段118號,印度餐廳,,,,印度餐廳,,22.9955017,120.1968874,星期五,"11:00 to 14:30, 17:00 to 21:30",星期六,"11:00 to 14:30, 17:00 to 21:30",星期日,"11:00 to 14:30, 17:00 to 21:30",星期一,"11:00 to 14:30, 17:00 to 21:30",星期二,"11:00 to 14:30, 17:00 to 21:30",星期三,"11:00 to 14:30, 17:00 to 21:30",星期四,"11:00 to 14:30, 17:00 to 21:30",723,台南市中西區,海安路二段118號,主廚帽印度餐廳,4.7,399,900399
710台灣台南市永康區中華路613號,快餐店,美式餐廳,早午餐餐廳,家庭餐廳,快餐店,老字號的經典連鎖速食店，以漢堡和薯條聞名。,23.0141252,120.2300915,星期五,06:00 to 00:00,星期六,06:00 to 00:00,星期日,06:00 to 00:00,星期一,06:00 to 00:00,星期二,06:00 to 00:00,星期三,06:00 to 00:00,星期四,06:00 to 00:00,345,台南市永康區,中華路613號,麥當勞-永康中華三餐廳,3.7,400,900400
70449台灣台南市北區西華街34號,現代法國餐廳,法國餐廳,高級法國餐廳,法式餐廳,現代法國餐廳,,22.9993275,120.210618,星期五,18:30 to 21:30,星期六,18:30 to 21:30,星期日,休息,星期一,休息,星期二,18:30 to 21:30,星期三,18:30 to 21:30,星期四,18:30 to 21:30,160,台南市北區,西華街34號,Principe 原則,4.5,401,900401
704台灣台南市北區北安路一段161號,中餐館,亞洲菜餐廳,粵菜館,家庭餐廳,中餐館,,23.0174202,120.2086855,星期五,"11:00 to 14:00, 17:00 to 22:30",星期六,"11:00 to 14:00, 17:00 to 22:30",星期日,"11:00 to 14:00, 17:00 to 22:30",星期一,"11:00 to 14:00, 17:00 to 22:30",星期二,"11:00 to 14:00, 17:00 to 22:30",星期三,"11:00 to 14:00, 17:00 to 22:30",星期四,"11:00 to 14:00, 17:00 to 22:30",3240,台南市北區,北安路一段161號,廚房有雞花雕雞 北安旗艦店,4.7,402,900402
72746台灣台南市北門區7312 號,餐廳,,,,餐廳,,23.3053299,120.1123817,星期五,09:00 to 17:00,星期六,09:00 to 17:00,星期日,09:00 to 17:00,星期一,09:00 to 17:00,星期二,09:00 to 17:00,星期三,09:00 to 17:00,星期四,09:00 to 17:00,9,台南市北門區,7312 號,黑店船屋餐廳(Vanaheim 愛莊園),3.6,403,900403
704台灣台南市北區東豐路411號,餐廳,燒烤,酒吧,酒吧扒房,餐廳,平實的餐廳，供應火鍋、熱炒料理，以及合菜等各式菜色。,23.00251,120.226047,星期五,11:00 to 22:00,星期六,11:00 to 22:00,星期日,11:00 to 22:00,星期一,11:00 to 22:00,星期二,11:00 to 22:00,星期三,11:00 to 22:00,星期四,11:00 to 22:00,2801,台南市北區,東豐路411號,永林綜合料理 Yonlin Restaurant,4.4,404,900404
704台灣台南市北區北成路428號,中菜館,,,,中菜館,,23.0191728,120.2019645,星期五,"11:00 to 14:00, 16:45 to 19:30",星期六,11:00 to 14:00,星期日,休息,星期一,"11:00 to 14:00, 16:45 to 19:30",星期二,"11:00 to 14:00, 16:45 to 19:30",星期三,11:00 to 14:00,星期四,"11:00 to 14:00, 16:45 to 19:30",387,台南市北區,北成路428號,古家手作 Restaurant 鴨香飯 （北成總店）,4.0,405,900405
700台灣台南市中西區忠明街10號,日式烤雞串餐廳,酒吧,居酒屋,餐廳,日式烤雞串餐廳,,22.99611,120.1971019,星期五,17:30 to 02:00,星期六,17:30 to 02:00,星期日,17:30 to 01:00,星期一,17:30 to 01:00,星期二,17:30 to 01:00,星期三,休息,星期四,17:30 to 01:00,708,台南市中西區,忠明街10號,衫樽串燒居酒屋,4.4,406,900406
701台灣台南市東區大學路22巷2號,意大利餐廳,,,,意大利餐廳,,22.9957929,120.2210064,星期五,"11:00 to 15:00, 17:00 to 21:30",星期六,"11:00 to 15:00, 17:00 to 21:30",星期日,"11:00 to 15:00, 17:00 to 21:30",星期一,"11:00 to 15:00, 17:00 to 21:30",星期二,"11:00 to 15:00, 17:00 to 21:30",星期三,休息,星期四,"11:00 to 15:00, 17:00 to 21:30",929,台南市東區,大學路22巷2號,is義式餐廳,4.3,407,900407
704台灣台南市北區公園路429號,火鍋餐廳,燒烤,亞洲菜餐廳,燒烤餐廳,火鍋餐廳,,23.0074236,120.2097111,星期五,17:00 to 01:00,星期六,17:00 to 01:00,星期日,17:00 to 01:00,星期一,17:00 to 01:00,星期二,休息,星期三,17:00 to 01:00,星期四,17:00 to 01:00,645,台南市北區,公園路429號,萬香現撈海鮮.燒烤.熱炒.羊肉爐,4.2,408,900408
71075台灣台南市永康區中山南路106-9號,餐廳,,,,餐廳,,23.0130437,120.2298483,星期五,11:00 to 21:30,星期六,11:00 to 21:30,星期日,11:00 to 21:30,星期一,11:00 to 21:00,星期二,11:00 to 21:00,星期三,11:00 to 21:00,星期四,11:00 to 21:00,965,台南市永康區,中山南路106-9號,8818 Pizza Restaurant 比薩屋-永康店,4.0,409,900409
710台灣台南市永康區中華路530號,台灣餐廳,甜品餐廳,冰品飲料店,午餐餐廳,台灣餐廳,質樸的餐廳，供應傳統米飯料理、麵食、湯品和甜品。,23.0126122,120.2315177,星期五,10:00 to 02:00,星期六,10:00 to 02:00,星期日,10:00 to 02:00,星期一,10:00 to 02:00,星期二,10:00 to 02:00,星期三,10:00 to 02:00,星期四,10:00 to 02:00,3872,台南市永康區,中華路530號,古城豆花庄（老店）,4.4,410,900410
"No. 2, 東和路東區台南市台灣 701",印度餐廳,亞洲  Fusion 菜餐廳,亞洲雜貨店,佛教用品店,印度餐廳,愜意的印度素食餐廳，供應湯品、咖哩和米飯料理。,22.9989219,120.2301091,星期五,"11:00 to 14:00, 17:00 to 21:00",星期六,"11:00 to 14:00, 17:00 to 21:00",星期日,"11:00 to 14:00, 17:00 to 21:00",星期一,休息,星期二,休息,星期三,"11:00 to 14:00, 17:00 to 21:00",星期四,"11:00 to 14:00, 17:00 to 21:00",2630,台南市東區,"No. 2, 東和路",莘咖哩 VeganersWorld,4.9,411,900411
700台灣台南市中西區西華南街65號,快餐店,美式餐廳,早午餐餐廳,家庭餐廳,快餐店,老字號的經典連鎖速食店，以漢堡和薯條聞名。,22.9946889,120.2094777,星期五,06:00 to 02:00,星期六,06:00 to 02:00,星期日,06:00 to 02:00,星期一,06:00 to 02:00,星期二,06:00 to 02:00,星期三,06:00 to 02:00,星期四,06:00 to 02:00,1668,台南市中西區,西華南街65號,麥當勞-台南民族店,3.9,412,900412
709台灣台南市安南區北安路三段132號,快餐店,美式餐廳,早午餐餐廳,家庭餐廳,快餐店,老字號的經典連鎖速食店，以漢堡和薯條聞名。,23.0418593,120.2034877,星期五,24 小時營業,星期六,24 小時營業,星期日,24 小時營業,星期一,24 小時營業,星期二,24 小時營業,星期三,24 小時營業,星期四,24 小時營業,2333,台南市安南區,北安路三段132號,麥當勞-安南北安店,4.0,413,900413
701台灣台南市東區大學路26號,快餐店,美式餐廳,早午餐餐廳,家庭餐廳,快餐店,老字號的經典連鎖速食店，以漢堡和薯條聞名。,22.995859,120.2214129,星期五,05:00 to 04:00,星期六,05:00 to 04:00,星期日,05:00 to 04:00,星期一,05:00 to 04:00,星期二,05:00 to 04:00,星期三,05:00 to 04:00,星期四,05:00 to 04:00,2894,台南市東區,大學路26號,麥當勞-台南東區大學店,3.8,414,900414
710台灣台南市永康區中華路162號1 樓,快餐店,美式餐廳,早午餐餐廳,家庭餐廳,快餐店,老字號的經典連鎖速食店，以漢堡和薯條聞名。,23.0038064,120.235456,星期五,05:00 to 04:00,星期六,05:00 to 04:00,星期日,05:00 to 04:00,星期一,05:00 to 04:00,星期二,05:00 to 04:00,星期三,05:00 to 04:00,星期四,05:00 to 04:00,2978,台南市永康區,中華路162號1 樓,麥當勞-台南永康中華餐廳,3.9,415,900415
700台灣台南市中西區中成路15號,日本餐廳,,,,日本餐廳,,22.9969015,120.2046572,星期五,17:30 to 00:00,星期六,17:30 to 00:00,星期日,休息,星期一,17:30 to 00:00,星期二,17:30 to 00:00,星期三,17:30 to 00:00,星期四,17:30 to 00:00,103,台南市中西區,中成路15號,銀日式居酒屋,3.9,416,900416
710台灣台南市永康區中華路145號,快餐店,,,,快餐店,連鎖餐廳，以炸雞桶、套餐和配餐聞名。,23.0029778,120.2348687,星期五,07:00 to 00:00,星期六,07:00 to 00:00,星期日,07:00 to 00:00,星期一,07:00 to 00:00,星期二,07:00 to 00:00,星期三,07:00 to 00:00,星期四,07:00 to 00:00,3885,台南市永康區,中華路145號,肯德基 台南中華餐廳,3.9,417,900417
701台灣台南市東區大學路22巷12號,美式扒房,餐廳,西餐廳,酒類庫存設施,美式扒房,典雅的老字號餐廳，供應牛排、海鮮與經典歐式料理。,22.9952933,120.2211857,星期五,"11:30 to 15:00, 17:30 to 22:00",星期六,"11:30 to 15:00, 17:30 to 22:00",星期日,"11:30 to 15:00, 17:30 to 22:00",星期一,"11:30 to 15:00, 17:30 to 22:00",星期二,"11:30 to 15:00, 17:30 to 22:00",星期三,"11:30 to 15:00, 17:30 to 22:00",星期四,"11:30 to 15:00, 17:30 to 22:00",1822,台南市東區,大學路22巷12號,台南轉角餐廳CORNER STEAK HOUSE｜台南牛排餐廳｜成大美食餐廳｜尾牙婚宴包場,4.3,418,900418
701台灣台南市東區東平路241號,漢堡餐廳,美式餐廳,酒吧扒房,牛肉芝士三文治餐廳,漢堡餐廳,,22.995466,120.2280305,星期五,"11:00 to 14:00, 18:00 to 21:30",星期六,"11:00 to 14:00, 18:00 to 21:30",星期日,"11:00 to 14:00, 18:00 to 21:30",星期一,"11:00 to 14:00, 18:00 to 21:30",星期二,休息,星期三,"11:00 to 14:00, 18:00 to 21:30",星期四,"11:00 to 14:00, 18:00 to 21:30",761,台南市東區,東平路241號,SK尚恩美式餐廳,4.5,419,900419
"No.88, 勝華街37巷永康區台南市台灣 710",素食餐廳,,,,素食餐廳,,23.0051884,120.2336019,星期五,"11:00 to 14:00, 17:30 to 23:30",星期六,"11:00 to 14:00, 17:30 to 23:30",星期日,"11:00 to 14:00, 17:30 to 23:30",星期一,"11:00 to 14:00, 17:30 to 23:30",星期二,"11:00 to 14:00, 17:30 to 23:30",星期三,"11:00 to 14:00, 17:30 to 23:30",星期四,"11:00 to 14:00, 17:30 to 23:30",63,台南市永康區,"No.88, 勝華街37巷",INDIANA RESTAURANT 印度餐廳,4.6,420,900420
700台灣台南市中西區民生路一段181巷2-1號,德國餐廳,,,,德國餐廳,,22.9940559,120.1999475,星期五,21:00 to 03:00,星期六,21:00 to 03:00,星期日,21:00 to 03:00,星期一,21:00 to 03:00,星期二,21:00 to 03:00,星期三,21:00 to 03:00,星期四,21:00 to 03:00,123,台南市中西區,民生路一段181巷2-1號,村長餐廳,4.4,421,900421
733台灣台南市東山區,早餐餐廳,,,,早餐餐廳,,23.2664846,120.4462121,星期五,05:00 to 11:00,星期六,05:00 to 11:00,星期日,05:00 to 11:00,星期一,05:00 to 11:00,星期二,05:00 to 11:00,星期三,05:00 to 11:00,星期四,05:00 to 11:00,5,台南市東山區,,東原美而美漢堡店,5.0,422,900422
733台灣台南市東山區174縣道,餐廳,,,,餐廳,,23.2343481,120.4735175,,,,,,,,,,,,,,,2,台南市東山區,174縣道,東農餐廳,5.0,423,900423
台灣台南市東山區南104鄉道733,餐廳,,,,餐廳,,23.2665176,120.4462299,星期五,"10:00 to 13:30, 16:00 to 19:00",星期六,"10:00 to 13:30, 16:00 to 19:00",星期日,"10:00 to 13:30, 16:00 to 19:00",星期一,"10:00 to 13:30, 16:00 to 19:00",星期二,"10:00 to 13:30, 16:00 to 19:00",星期三,"10:00 to 13:30, 16:00 to 19:00",星期四,"10:00 to 13:30, 16:00 to 19:00",25,台南市東山區,南104鄉道733,東原牛肉麵陽春麵,4.5,424,900424
715台灣台南市楠西區79號 曾文水庫風景區，趣淘漫旅旁邊,餐廳,,,,餐廳,,23.2223814,120.4984899,星期五,06:00 to 20:00,星期六,06:00 to 20:00,星期日,06:00 to 20:00,星期一,06:00 to 20:00,星期二,06:00 to 20:00,星期三,06:00 to 20:00,星期四,06:00 to 20:00,244,台南市楠西區,79號 曾文水庫風景區，趣淘漫旅旁邊,四海飯店-曾文水庫餐廳 | 團體合菜 | 招牌水庫魚 | 養生山菜 | 筍殼魚料理,4.5,425,900425
720台灣台南市官田區165縣道58號,早餐餐廳,,,,早餐餐廳,,23.2101679,120.3499932,,,,,,,,,,,,,,,1,台南市官田區,165縣道58號,烏山頭早餐店,5.0,426,900426
734台灣台南市六甲區中正路789號,中式麵食店,,,,中式麵食店,,23.2336523,120.3539479,星期五,休息,星期六,"10:30 to 14:00, 16:30 to 19:30",星期日,"10:30 to 14:00, 16:30 to 19:30",星期一,"10:30 to 14:00, 16:30 to 19:30",星期二,"10:30 to 14:00, 16:30 to 19:30",星期三,"10:30 to 14:00, 16:30 to 19:30",星期四,"10:30 to 14:00, 16:30 to 19:30",210,台南市六甲區,中正路789號,北平刀削牛肉麵,4.4,427,900427
730台灣台南市新營區中正路527巷90號,中式麵食店,亞洲菜餐廳,中餐館,,中式麵食店,,23.3276454,120.3087972,星期五,"10:30 to 13:30, 17:00 to 19:30",星期六,"10:30 to 13:30, 17:00 to 19:30",星期日,"10:30 to 13:30, 17:00 to 19:30",星期一,"10:30 to 13:30, 17:00 to 19:30",星期二,"10:30 to 13:30, 17:00 to 19:30",星期三,休息,星期四,"10:30 to 13:30, 17:00 to 19:30",182,台南市新營區,中正路527巷90號,洪家莊牛肉麵,4.1,428,900428
714台灣台南市玉井區中山路352號,早餐餐廳,,,,早餐餐廳,,23.1233997,120.4659881,星期五,05:00 to 10:30,星期六,05:00 to 10:30,星期日,05:00 to 10:30,星期一,05:00 to 10:30,星期二,05:00 to 10:30,星期三,05:00 to 10:30,星期四,05:00 to 10:30,111,台南市玉井區,中山路352號,玉井阿娟早餐店,4.3,429,900429
720台灣台南市官田區,早餐餐廳,,,,早餐餐廳,,23.2178787,120.3299965,星期五,05:00 to 11:00,星期六,05:00 to 11:00,星期日,05:00 to 11:00,星期一,05:00 to 11:00,星期二,05:00 to 11:00,星期三,05:00 to 11:00,星期四,05:00 to 11:00,14,台南市官田區,,來來早餐店,4.7,430,900430
714台灣台南市玉井區,早餐餐廳,,,,早餐餐廳,,23.1240111,120.4606201,星期五,04:30 to 12:00,星期六,04:30 to 12:00,星期日,04:30 to 12:00,星期一,04:30 to 12:00,星期二,04:30 to 12:00,星期三,04:30 to 12:00,星期四,04:30 to 12:00,19,台南市玉井區,,美乃滋早餐店(美隆興餅舖),4.4,431,900431
730台灣台南市新營區,早餐餐廳,,,,早餐餐廳,,23.2999596,120.3133248,星期五,11:00 to 20:00,星期六,11:00 to 20:00,星期日,11:00 to 20:00,星期一,11:00 to 20:00,星期二,11:00 to 20:00,星期三,11:00 to 20:00,星期四,11:00 to 20:00,2,台南市新營區,,田園漢堡早餐店(漢堡蛋餅),5.0,432,900432
730台灣台南市新營區開元路2號,早餐餐廳,,,,早餐餐廳,,23.3072937,120.3232519,星期五,06:00 to 10:30,星期六,06:00 to 10:30,星期日,休息,星期一,06:00 to 10:30,星期二,06:00 to 10:30,星期三,06:00 to 10:30,星期四,06:00 to 10:30,17,台南市新營區,開元路2號,小豆荳早餐店,4.6,433,900433
736台灣台南市柳營區中山西路二段79巷8號,餐廳,,,,餐廳,,23.2764706,120.3155641,星期五,02:30 to 08:30,星期六,02:30 to 08:30,星期日,休息,星期一,02:30 to 08:30,星期二,02:30 to 08:30,星期三,02:30 to 08:30,星期四,02:30 to 08:30,30,台南市柳營區,中山西路二段79巷8號,柳營明月早餐店,4.4,434,900434
730台灣台南市新營區金華路二段268 號,餐廳,,,,餐廳,,23.3065421,120.2981909,星期五,"11:00 to 13:30, 17:00 to 20:00",星期六,"11:00 to 13:30, 17:00 to 20:00",星期日,"11:00 to 13:30, 17:00 to 20:00",星期一,"11:00 to 13:30, 17:00 to 20:00",星期二,"11:00 to 13:30, 17:00 to 20:00",星期三,休息,星期四,休息,376,台南市新營區,金華路二段268 號,山寨家庭餐廳,4.1,435,900435
741台灣台南市善化區大成路166號,輕食餐廳,火鍋餐廳,意大利麵食店,,輕食餐廳,,23.1303909,120.3014742,星期五,"11:00 to 14:30, 17:30 to 21:00",星期六,11:00 to 21:30,星期日,11:00 to 21:30,星期一,17:30 to 21:00,星期二,"11:00 to 14:30, 17:30 to 21:00",星期三,"11:00 to 14:30, 17:30 to 21:00",星期四,"11:00 to 14:30, 17:30 to 21:00",451,台南市善化區,大成路166號,小猴子複合式餐廳：Little Monkey Restaurant,4.3,436,900436
741台灣台南市善化區234-4號,餐廳,,,,餐廳,,23.1534996,120.2893798,星期五,"11:00 to 14:00, 17:00 to 20:30",星期六,"11:00 to 14:00, 17:00 to 20:30",星期日,"11:00 to 14:00, 17:00 to 20:30",星期一,休息,星期二,"11:00 to 14:00, 17:00 to 20:30",星期三,"11:00 to 14:00, 17:00 to 20:30",星期四,"11:00 to 14:00, 17:00 to 20:30",524,台南市善化區,234-4號,廳舍餐廳,4.3,437,900437
741台灣台南市善化區民生路432號,台灣餐廳,宴會廳,餐廳,,台灣餐廳,空間寬敞的平實餐廳，供應傳統台式肉類和海鮮料理。,23.1301211,120.2948745,星期五,"11:00 to 14:00, 17:00 to 21:00",星期六,"11:00 to 14:00, 17:00 to 21:00",星期日,"11:00 to 14:00, 17:00 to 21:00",星期一,"11:00 to 14:00, 17:00 to 21:00",星期二,"11:00 to 14:00, 17:00 to 21:00",星期三,"11:00 to 14:00, 17:00 to 21:00",星期四,"11:00 to 14:00, 17:00 to 21:00",2577,台南市善化區,民生路432號,新萬香餐廳,3.9,438,900438
734台灣台南市六甲區珊瑚路82號,宴會廳,魚和海鮮餐廳,,,宴會廳,,23.2248821,120.3530561,星期五,"11:00 to 14:00, 17:00 to 19:30",星期六,"11:00 to 15:00, 16:30 to 19:30",星期日,"11:00 to 14:00, 17:00 to 19:30",星期一,"11:00 to 14:00, 17:00 to 19:30",星期二,"11:00 to 14:00, 17:00 to 19:30",星期三,"11:00 to 14:00, 17:00 to 19:30",星期四,"11:00 to 14:00, 17:00 to 19:30",486,台南市六甲區,珊瑚路82號,宏珍宴席餐廳,4.1,439,900439
720台灣台南市官田區中華路一段8219號,餐廳,,,,餐廳,,23.1981319,120.3170141,,,,,,,,,,,,,,,94,台南市官田區,中華路一段8219號,四川牛肉麵,4.1,440,900440
737台灣台南市鹽水區中正路63號,中式麵食店,,,,中式麵食店,,23.3191961,120.2677334,星期五,11:00 to 19:30,星期六,11:00 to 19:30,星期日,11:00 to 19:30,星期一,11:00 to 19:30,星期二,11:00 to 19:30,星期三,休息,星期四,11:00 to 19:30,117,台南市鹽水區,中正路63號,月津懷舊食堂Yuejin Nostalgia Restaurant,4.0,441,900441
720台灣台南市官田區文化街103號,早餐餐廳,,,,早餐餐廳,,23.1953395,120.3182896,,,,,,,,,,,,,,,1,台南市官田區,文化街103號,無名早餐店,5.0,442,900442
714台灣台南市玉井區內山公路379號,中式麵食店,,,,中式麵食店,,23.1275179,120.4662984,星期五,09:00 to 20:00,星期六,09:00 to 20:00,星期日,09:00 to 20:00,星期一,09:00 to 20:00,星期二,09:00 to 20:00,星期三,09:00 to 20:00,星期四,09:00 to 20:00,74,台南市玉井區,內山公路379號,東北牛肉麵,4.0,443,900443
734台灣台南市六甲區,早餐餐廳,,,,早餐餐廳,,23.2273304,120.3511141,星期五,06:00 to 11:30,星期六,06:00 to 11:30,星期日,06:00 to 11:30,星期一,06:00 to 11:30,星期二,06:00 to 11:30,星期三,06:00 to 11:30,星期四,06:00 to 11:30,9,台南市六甲區,,舊七里香早餐店,4.3,444,900444
734台灣台南市六甲區仁愛街28號,早餐餐廳,,,,早餐餐廳,,23.2303664,120.3540025,星期五,06:00 to 10:30,星期六,休息,星期日,06:00 to 10:30,星期一,06:00 to 10:30,星期二,06:00 to 10:30,星期三,06:00 to 10:30,星期四,06:00 to 10:30,4,台南市六甲區,仁愛街28號,無名早餐店,5.0,445,900445
730台灣台南市新營區民權路118-5號,中式麵食店,,,,中式麵食店,,23.3100075,120.3119866,星期五,"11:00 to 14:00, 17:00 to 20:30",星期六,"11:00 to 14:00, 17:00 to 20:30",星期日,"11:00 to 14:00, 17:00 to 20:30",星期一,"11:00 to 14:00, 17:00 to 20:30",星期二,"11:00 to 14:00, 17:00 to 20:30",星期三,休息,星期四,"11:00 to 14:00, 17:00 to 20:30",406,台南市新營區,民權路118-5號,小紅堂牛肉麵,4.6,446,900446
730台灣台南市新營區長春街106號,燒烤餐廳,,,,燒烤餐廳,,23.3015358,120.3117343,星期五,18:00 to 01:00,星期六,18:00 to 01:00,星期日,休息,星期一,18:00 to 01:00,星期二,18:00 to 01:00,星期三,18:00 to 01:00,星期四,18:00 to 01:00,9,台南市新營區,長春街106號,櫻居酒屋,4.9,447,900447
730台灣台南市新營區健康路46號,餐廳,,,,餐廳,,23.3119622,120.3125236,星期五,"11:00 to 14:00, 17:00 to 21:00",星期六,"11:00 to 14:00, 17:00 to 21:00",星期日,"11:00 to 14:00, 17:00 to 21:00",星期一,"11:00 to 14:00, 17:00 to 21:00",星期二,"11:00 to 14:00, 17:00 to 21:00",星期三,"11:00 to 14:00, 17:00 to 21:00",星期四,"11:00 to 14:00, 17:00 to 21:00",808,台南市新營區,健康路46號,海宴餐廳,4.4,448,900448
715台灣台南市楠西區水庫路275號,雞肉餐廳,中菜館,台灣餐廳,,雞肉餐廳,,23.1689242,120.4887121,星期五,10:00 to 19:30,星期六,10:00 to 19:30,星期日,10:00 to 19:30,星期一,10:00 to 19:30,星期二,10:00 to 19:30,星期三,10:00 to 19:30,星期四,10:00 to 19:30,856,台南市楠西區,水庫路275號,楠西福來梅仔雞創始老店-台南 必吃美食 薑黃雞 砂鍋魚頭 水庫魚虎 筍殼魚 特色台式合菜餐廳 團體聚餐 婚宴喜慶場地 首選推薦,3.7,449,900449
715台灣台南市楠西區,中式麵食店,,,,中式麵食店,,23.1866675,120.4785526,星期五,09:00 to 18:00,星期六,09:00 to 18:00,星期日,09:00 to 18:00,星期一,09:00 to 18:00,星期二,09:00 to 18:00,星期三,09:00 to 18:00,星期四,09:00 to 18:00,56,台南市楠西區,,湖南牛肉麵,3.9,450,900450
715台灣台南市楠西區茄拔路156號號,早餐餐廳,,,,早餐餐廳,,23.1752866,120.4855898,星期五,05:00 to 01:00,星期六,05:00 to 01:00,星期日,05:00 to 01:00,星期一,05:00 to 01:00,星期二,05:00 to 01:00,星期三,05:00 to 01:00,星期四,05:00 to 01:00,124,台南市楠西區,茄拔路156號號,東方美早餐店,4.3,451,900451
732台灣台南市白河區號,中餐館,,,,中餐館,,23.3465755,120.437197,星期五,"09:00 to 13:30, 16:00 to 18:30",星期六,"09:00 to 13:30, 16:00 to 18:30",星期日,"09:00 to 13:30, 16:00 to 18:30",星期一,"09:00 to 13:30, 16:00 to 18:30",星期二,"09:00 to 13:30, 16:00 to 18:30",星期三,"09:00 to 13:30, 16:00 to 18:30",星期四,"09:00 to 13:30, 16:00 to 18:30",83,台南市白河區,號,福隆錦宴餐廳(白河),4.1,452,900452
733台灣台南市東山區70號,中餐館,,,,中餐館,,23.2640285,120.4454643,星期五,06:00 to 17:00,星期六,06:00 to 17:00,星期日,06:00 to 17:00,星期一,休息,星期二,06:00 to 17:00,星期三,06:00 to 17:00,星期四,06:00 to 17:00,13,台南市東山區,70號,東原 肉圓 米糕,4.9,453,900453
