S_ID,Name,Store_type,Location_ID,Section,Address,Latitude,Longitude,Rating
50162,Wusheng Park,5,500162,3,"No. 2, Alley 50, Lane 151, Wusheng Rd, West Central District, Tainan City, Taiwan 700",23.0047379,120.1897333,4.0
50163,Humeilijing Park,5,500163,3,"Humei 3rd St, West Central District, Tainan City, Taiwan 700",23.002756,120.1829973,4.1
50164,原花園町綠園,5,500164,3,"No. 127號, Gongyuan Rd, West Central District, Tainan City, Taiwan 700",22.997314,120.2063526,0.0
50165,Minsheng Park,5,500165,3,"No. 71-1號, Wuying St, West Central District, Tainan City, Taiwan 700",22.9890606,120.1900584,3.0
50166,Laikou Park,5,500166,3,"702, Taiwan, Tainan City, South District, Section 1, Zhonghua W Rd, 和建南路口",22.985488,120.1861317,4.1
50167,綠蔭廣場,5,500167,3,"702, Taiwan, Tainan City, South District, 702",22.9795694,120.2065457,0.0
50168,東門圓環,5,500168,3,"700, Taiwan, Tainan City, West Central District, 東門圓環",22.9889027,120.2113935,3.9
50169,Fuping Park,5,500169,3,"Fuping Rd, Anping District, Tainan City, Taiwan 708",22.9875804,120.1719107,4.2
50170,Yizai Park,5,500170,3,"Gwangju Rd, Anping District, Tainan City, Taiwan 708",22.9898824,120.1589496,4.4
50171,Dafeng Park,5,500171,3,"No. 376號, Section 4, Hewei Rd, North District, Tainan City, Taiwan 704",23.0075753,120.1873159,4.5
50172,原始森林,5,500172,3,"No. 132號, Section 3, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.998783,120.196478,0.0
50173,台南環河街,5,500173,3,"No. 102, Huanhe St, West Central District, Tainan City, Taiwan 700",22.9954512,120.1924611,4.1
50174,Jianping Park,5,500174,3,"No. 26, Fuqian 4th St, Anping District, Tainan City, Taiwan 708",22.994011,120.1853623,3.8
50175,Wuqiaoyunhexi'an Park,5,500175,3,"No. 237號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9915682,120.1908055,3.0
50176,Wenhua Park,5,500176,3,"No. 275號, Section 1, Yonghua Rd, South District, Tainan City, Taiwan 702",22.9881831,120.1895283,4.2
50177,Pingshi Park,5,500177,3,"710, Taiwan, Tainan City, Yongkang District, 小東路553號",22.996063,120.2363541,4.3
50178,Gong58 Park,5,500178,3,"No. 81, Lane 293, Qingnian Rd, East District, Tainan City, Taiwan 701",22.9923432,120.2139395,3.3
50179,文賢綠園,5,500179,3,"700, Taiwan, Tainan City, West Central District, 700",23.0005582,120.1880152,5.0
50180,光賢里13號公園,5,500180,3,"No. 66號, Wenxiang St, West Central District, Tainan City, Taiwan 700",23.0012518,120.1881411,3.4
