S_ID,district_tw,Store_type,Location_ID,Village,StopId,StopName,RouteId,RouteName,Section
201715,台南市東區,2,2001715,"""自強里""",垃圾車18945,"""中華東路二段133巷72號""",180,"""東區-14""",25
201716,台南市東區,2,2001716,"""自強里""",垃圾車18946,"""中華東路二段133巷70弄39號前""",180,"""東區-14""",25
201717,台南市東區,2,2001717,"""自強里""",垃圾車18947,"""中華東路二段185巷及133巷4弄口""",180,"""東區-14""",25
201718,台南市東區,2,2001718,"""東聖里""",垃圾車18948,"""中華東路二段133巷57弄34號""",180,"""東區-14""",25
201719,台南市東區,2,2001719,"""東聖里""",垃圾車18949,"""富農街二段43巷口""",180,"""東區-14""",25
201720,台南市東區,2,2001720,"""東聖里""",垃圾車18950,"""中華東路二段41巷45號前""",180,"""東區-14""",25
201721,台南市東區,2,2001721,"""東聖里""",垃圾車18951,"""中華東路二段7巷13弄22號前""",180,"""東區-14""",25
201722,台南市東區,2,2001722,"""東聖里""",垃圾車18952,"""裕農路574號前""",180,"""東區-14""",25
201723,台南市東區,2,2001723,"""東聖里""",垃圾車18953,"""裕農路594號前""",180,"""東區-14""",25
201724,台南市東區,2,2001724,"""東聖里""",垃圾車18954,"""中華東路二段133巷39弄口""",180,"""東區-14""",25
201725,台南市東區,2,2001725,"""東聖里""",垃圾車18955,"""中華東路二段25號""",180,"""東區-14""",25
201726,台南市東區,2,2001726,"""和平里""",垃圾車16121,"""文化路31號""",181,"""東區-15""",25
201727,台南市東區,2,2001727,"""仁和里""",垃圾車16122,"""仁和路9-16號慈濟仁和回收站""",181,"""東區-15""",25
201728,台南市東區,2,2001728,"""富裕里""",垃圾車16123,"""東門路二段349號-305號""",181,"""東區-15""",25
201729,台南市東區,2,2001729,"""富裕里""",垃圾車16124,"""東門路二段257巷口""",181,"""東區-15""",25
201730,台南市東區,2,2001730,"""富裕里""",垃圾車16125,"""裕農路20號前""",181,"""東區-15""",25
201731,台南市東區,2,2001731,"""德光里""",垃圾車16126,"""崇明路187巷口大樓""",181,"""東區-15""",25
201732,台南市東區,2,2001732,"""德光里""",垃圾車16127,"""崇明路與崇明七街口""",181,"""東區-15""",25
201733,台南市東區,2,2001733,"""德光里""",垃圾車16128,"""崇明路與崇明五街口""",181,"""東區-15""",25
201734,台南市東區,2,2001734,"""德光里""",垃圾車16129,"""崇明路與崇明三街口""",181,"""東區-15""",25
201735,台南市東區,2,2001735,"""德光里""",垃圾車16130,"""崇明路與崇明一街口""",181,"""東區-15""",25
201736,台南市東區,2,2001736,"""德光里""",垃圾車16131,"""林森路一段224號崇德路口""",181,"""東區-15""",25
201737,台南市東區,2,2001737,"""德光里""",垃圾車16132,"""崇德路與崇明四街口""",181,"""東區-15""",25
201738,台南市東區,2,2001738,"""德光里""",垃圾車16133,"""崇德路與崇明六街口""",181,"""東區-15""",25
201739,台南市東區,2,2001739,"""德光里""",垃圾車16134,"""崇德路與崇明七街口""",181,"""東區-15""",25
201740,台南市東區,2,2001740,"""德光里""",垃圾車16135,"""崇德路156號口""",181,"""東區-15""",25
201741,台南市東區,2,2001741,"""德光里""",垃圾車16136,"""崇德路198號旁大樓""",181,"""東區-15""",25
201742,台南市東區,2,2001742,"""龍山里""",垃圾車16137,"""崇仁街7號前""",181,"""東區-15""",25
201743,台南市東區,2,2001743,"""龍山里""",垃圾車16138,"""富德街25巷口""",181,"""東區-15""",25
201744,台南市東區,2,2001744,"""龍山里""",垃圾車16139,"""富德街審計室旁""",181,"""東區-15""",25
201745,台南市東區,2,2001745,"""龍山里""",垃圾車16140,"""東門路二段與德光街口""",181,"""東區-15""",25
201746,台南市東區,2,2001746,"""龍山里""",垃圾車16141,"""德光街與崇仁街口""",181,"""東區-15""",25
201747,台南市東區,2,2001747,"""龍山里""",垃圾車16142,"""德光街15巷27號前""",181,"""東區-15""",25
201748,台南市東區,2,2001748,"""龍山里""",垃圾車16143,"""崇學路221巷42號忠孝國中旁""",181,"""東區-15""",25
201749,台南市東區,2,2001749,"""和平里""",垃圾車16144,"""文化6街2號""",181,"""東區-15""",25
201750,台南市東區,2,2001750,"""和平里""",垃圾車16145,"""文化6街62號""",181,"""東區-15""",25
201751,台南市東區,2,2001751,"""和平里""",垃圾車16146,"""文化5街33號""",181,"""東區-15""",25
201752,台南市東區,2,2001752,"""和平里""",垃圾車16147,"""文化3街8號""",181,"""東區-15""",25
201753,台南市東區,2,2001753,"""和平里""",垃圾車16148,"""文化1街158號""",181,"""東區-15""",25
201754,台南市東區,2,2001754,"""和平里""",垃圾車16149,"""文化1街83號""",181,"""東區-15""",25
201755,台南市東區,2,2001755,"""和平里""",垃圾車16150,"""文化路131號""",181,"""東區-15""",25
201756,台南市東區,2,2001756,"""和平里""",垃圾車16151,"""文化路67號""",181,"""東區-15""",25
201757,台南市東區,2,2001757,"""和平里""",垃圾車16152,"""文化路31號 （公寓)""",181,"""東區-15""",25
201758,台南市東區,2,2001758,"""和平里""",垃圾車16153,"""文化路1號""",181,"""東區-15""",25
201759,台南市東區,2,2001759,"""龍山里""",垃圾車16154,"""龍山街55巷口""",181,"""東區-15""",25
201760,台南市東區,2,2001760,"""龍山里""",垃圾車16155,"""東門路二段246號旁""",181,"""東區-15""",25
201761,台南市東區,2,2001761,"""龍山里""",垃圾車16156,"""崇學路289號巷口""",181,"""東區-15""",25
201762,台南市東區,2,2001762,"""龍山里""",垃圾車16157,"""崇學路與崇仁街口""",181,"""東區-15""",25
201763,台南市東區,2,2001763,"""龍山里""",垃圾車16158,"""崇學路239巷口""",181,"""東區-15""",25
201764,台南市東區,2,2001764,"""德光里""",垃圾車16159,"""崇學路135巷口""",181,"""東區-15""",25
201765,台南市東區,2,2001765,"""德光里""",垃圾車16160,"""崇學路135巷與崇德二街口""",181,"""東區-15""",25
201766,台南市東區,2,2001766,"""德光里""",垃圾車16161,"""崇德二街19號大樓""",181,"""東區-15""",25
201767,台南市東區,2,2001767,"""德光里""",垃圾車16162,"""崇德一街56號和58號""",181,"""東區-15""",25
201768,台南市東區,2,2001768,"""德光里""",垃圾車16163,"""崇德二街76巷口""",181,"""東區-15""",25
201769,台南市東區,2,2001769,"""德光里""",垃圾車16164,"""崇善路62號""",181,"""東區-15""",25
201770,台南市東區,2,2001770,"""德光里""",垃圾車16165,"""崇善路與崇德三街口""",181,"""東區-15""",25
201771,台南市東區,2,2001771,"""龍山里""",垃圾車16166,"""府連路434號龍山殿口""",181,"""東區-15""",25
201772,台南市東區,2,2001772,"""龍山里""",垃圾車16167,"""府連路與府東街交叉口""",181,"""東區-15""",25
201773,台南市東區,2,2001773,"""龍山里""",垃圾車16168,"""長榮路一段192號前光華街口""",181,"""東區-15""",25
201774,台南市東區,2,2001774,"""龍山里""",垃圾車16169,"""長榮路一段與府東街口""",181,"""東區-15""",25
201775,台南市東區,2,2001775,"""龍山里""",垃圾車16170,"""府東街62號長榮家園大門口""",181,"""東區-15""",25
201776,台南市東區,2,2001776,"""龍山里""",垃圾車16171,"""府東街30號林森花鄉""",181,"""東區-15""",25
201777,台南市東區,2,2001777,"""龍山里""",垃圾車16172,"""東門路二段158巷與府東街口""",181,"""東區-15""",25
201778,台南市東區,2,2001778,"""龍山里""",垃圾車16173,"""府連東路55號""",181,"""東區-15""",25
201779,台南市東區,2,2001779,"""忠孝里""",垃圾車16174,"""中華東路三段336巷43弄18號""",182,"""東區-16""",25
201780,台南市東區,2,2001780,"""忠孝里""",垃圾車16175,"""崇明路32號""",182,"""東區-16""",25
201781,台南市東區,2,2001781,"""忠孝里""",垃圾車16176,"""崇明路68號""",182,"""東區-16""",25
201782,台南市東區,2,2001782,"""忠孝里""",垃圾車16177,"""崇明路168號""",182,"""東區-16""",25
201783,台南市東區,2,2001783,"""崇德里""",垃圾車16178,"""中華東路三段175號旁""",182,"""東區-16""",25
201784,台南市東區,2,2001784,"""崇德里""",垃圾車16179,"""崇善路232巷35號""",182,"""東區-16""",25
201785,台南市東區,2,2001785,"""崇德里""",垃圾車16180,"""崇德五街2巷11弄72號旁""",182,"""東區-16""",25
201786,台南市東區,2,2001786,"""崇德里""",垃圾車16181,"""崇善路336號""",182,"""東區-16""",25
201787,台南市東區,2,2001787,"""崇德里""",垃圾車16182,"""崇德路543號""",182,"""東區-16""",25
201788,台南市東區,2,2001788,"""崇德里""",垃圾車16183,"""崇德路471之3號""",182,"""東區-16""",25
201789,台南市東區,2,2001789,"""崇德里""",垃圾車16184,"""崇德七街20巷口 """,182,"""東區-16""",25
201790,台南市東區,2,2001790,"""崇德里""",垃圾車16185,"""崇德七街30巷71號對面""",182,"""東區-16""",25
201791,台南市東區,2,2001791,"""崇德里""",垃圾車16186,"""崇德九街52號旁""",182,"""東區-16""",25
201792,台南市東區,2,2001792,"""崇德里""",垃圾車16187,"""崇德十街50號旁""",182,"""東區-16""",25
201793,台南市東區,2,2001793,"""崇德里""",垃圾車16188,"""崇德十一街64號旁""",182,"""東區-16""",25
201794,台南市東區,2,2001794,"""崇德里""",垃圾車16189,"""崇道路15號前""",182,"""東區-16""",25
201795,台南市東區,2,2001795,"""崇德里""",垃圾車16190,"""崇明十四街10號前""",182,"""東區-16""",25
201796,台南市東區,2,2001796,"""崇德里""",垃圾車16191,"""崇德路508巷58號前""",182,"""東區-16""",25
201797,台南市東區,2,2001797,"""崇德里""",垃圾車16192,"""崇明十四街62號前""",182,"""東區-16""",25
201798,台南市東區,2,2001798,"""崇德里""",垃圾車16193,"""崇明十三街16號前""",182,"""東區-16""",25
201799,台南市東區,2,2001799,"""崇德里""",垃圾車16194,"""崇明十三街10巷100號""",182,"""東區-16""",25
201800,台南市東區,2,2001800,"""崇成里""",垃圾車16195,"""崇明24街57號""",182,"""東區-16""",25
201801,台南市東區,2,2001801,"""崇德里""",垃圾車16196,"""中華東路三段265號""",182,"""東區-16""",25
201802,台南市東區,2,2001802,"""崇德里""",垃圾車16197,"""崇德路538號""",182,"""東區-16""",25
201803,台南市東區,2,2001803,"""崇成里""",垃圾車16198,"""崇道路102號""",182,"""東區-16""",25
201804,台南市東區,2,2001804,"""崇成里""",垃圾車16199,"""崇德12街76巷1號對面""",182,"""東區-16""",25
201805,台南市東區,2,2001805,"""崇成里""",垃圾車16200,"""崇德十三街24號前""",182,"""東區-16""",25
201806,台南市東區,2,2001806,"""崇成里""",垃圾車16201,"""崇德12街57號""",182,"""東區-16""",25
201807,台南市東區,2,2001807,"""崇成里""",垃圾車16202,"""崇善路572號""",182,"""東區-16""",25
201808,台南市東區,2,2001808,"""崇成里""",垃圾車16203,"""崇德十四街69號前""",182,"""東區-16""",25
201809,台南市東區,2,2001809,"""崇成里""",垃圾車16204,"""崇德十四街29號前""",182,"""東區-16""",25
201810,台南市東區,2,2001810,"""崇成里""",垃圾車16205,"""崇德路650號前""",182,"""東區-16""",25
201811,台南市東區,2,2001811,"""崇成里""",垃圾車16206,"""崇德路678號旁""",182,"""東區-16""",25
201812,台南市東區,2,2001812,"""崇成里""",垃圾車16207,"""崇明23街1-7 2-10號""",182,"""東區-16""",25
201813,台南市東區,2,2001813,"""崇成里""",垃圾車16208,"""崇明路591號前""",182,"""東區-16""",25
201814,台南市東區,2,2001814,"""崇成里""",垃圾車16209,"""崇明路589之9號""",182,"""東區-16""",25
201815,台南市東區,2,2001815,"""崇成里""",垃圾車16210,"""崇明路553號""",182,"""東區-16""",25
201816,台南市東區,2,2001816,"""崇成里""",垃圾車16211,"""崇明15街51號前""",182,"""東區-16""",25
201817,台南市東區,2,2001817,"""崇成里""",垃圾車16212,"""崇德616號旁""",182,"""東區-16""",25
201818,台南市東區,2,2001818,"""崇德里""",垃圾車16213,"""崇德五街4號""",182,"""東區-16""",25
201819,台南市東區,2,2001819,"""崇德里""",垃圾車16214,"""崇德五街86號""",182,"""東區-16""",25
201820,台南市東區,2,2001820,"""崇德里""",垃圾車16215,"""崇德六街49號""",182,"""東區-16""",25
201821,台南市東區,2,2001821,"""崇成里""",垃圾車16216,"""崇德路629號""",182,"""東區-16""",25
201822,台南市東區,2,2001822,"""崇善里""",垃圾車16217,"""中華東路三段77巷34弄與107巷口""",183,"""東區-17""",25
201823,台南市東區,2,2001823,"""崇善里""",垃圾車16218,"""中華東路三段77巷口""",183,"""東區-17""",25
201824,台南市東區,2,2001824,"""崇善里""",垃圾車16219,"""崇善二街82巷口""",183,"""東區-17""",25
201825,台南市東區,2,2001825,"""崇善里""",垃圾車16220,"""仁和路56號""",183,"""東區-17""",25
201826,台南市東區,2,2001826,"""崇善里""",垃圾車16221,"""仁和路70巷口""",183,"""東區-17""",25
201827,台南市東區,2,2001827,"""崇善里""",垃圾車16222,"""崇善五街與仁和路口""",183,"""東區-17""",25
201828,台南市東區,2,2001828,"""崇善里""",垃圾車16223,"""崇善六街口""",183,"""東區-17""",25
201829,台南市東區,2,2001829,"""崇善里""",垃圾車16224,"""崇善八街50巷口""",183,"""東區-17""",25
201830,台南市東區,2,2001830,"""崇善里""",垃圾車16225,"""仁和路與崇善九街口""",183,"""東區-17""",25
201831,台南市東區,2,2001831,"""崇善里""",垃圾車16226,"""崇善十街33號路口""",183,"""東區-17""",25
201832,台南市東區,2,2001832,"""崇善里""",垃圾車16227,"""崇善十街28巷與667巷口""",183,"""東區-17""",25
201833,台南市東區,2,2001833,"""崇善里""",垃圾車16228,"""崇善11街12巷17弄口""",183,"""東區-17""",25
201834,台南市東區,2,2001834,"""崇善里""",垃圾車16229,"""崇善12街56巷1號""",183,"""東區-17""",25
201835,台南市東區,2,2001835,"""崇善里""",垃圾車16230,"""崇善12街6巷15弄口""",183,"""東區-17""",25
201836,台南市東區,2,2001836,"""崇善里""",垃圾車16231,"""崇善13街33號對面""",183,"""東區-17""",25
201837,台南市東區,2,2001837,"""崇善里""",垃圾車16232,"""崇善東路73號幼稚園""",183,"""東區-17""",25
201838,台南市東區,2,2001838,"""崇善里""",垃圾車16233,"""崇善東路15巷口""",183,"""東區-17""",25
201839,台南市東區,2,2001839,"""崇善里""",垃圾車16234,"""崇善五街18號大樓各2分鐘""",183,"""東區-17""",25
201840,台南市東區,2,2001840,"""崇文里""",垃圾車16235,"""崇德十六街67號""",183,"""東區-17""",25
201841,台南市東區,2,2001841,"""崇文里""",垃圾車16236,"""崇德十七街74號""",183,"""東區-17""",25
201842,台南市東區,2,2001842,"""崇文里""",垃圾車16237,"""崇德17街124號""",183,"""東區-17""",25
201843,台南市東區,2,2001843,"""崇文里""",垃圾車16238,"""崇德19街122號""",183,"""東區-17""",25
201844,台南市東區,2,2001844,"""崇文里""",垃圾車16239,"""崇德21街尾與崇善路口""",183,"""東區-17""",25
201845,台南市東區,2,2001845,"""崇文里""",垃圾車16240,"""生產路401號空地旁""",183,"""東區-17""",25
201846,台南市東區,2,2001846,"""崇文里""",垃圾車16241,"""生產路381巷口""",183,"""東區-17""",25
201847,台南市東區,2,2001847,"""崇文里""",垃圾車16242,"""崇德22街128號""",183,"""東區-17""",25
201848,台南市東區,2,2001848,"""崇文里""",垃圾車16243,"""生產路口341號11弄口前""",183,"""東區-17""",25
201849,台南市東區,2,2001849,"""崇文里""",垃圾車16244,"""生產路333巷口""",183,"""東區-17""",25
201850,台南市東區,2,2001850,"""崇文里""",垃圾車16246,"""生產路321巷口""",183,"""東區-17""",25
201851,台南市東區,2,2001851,"""崇文里""",垃圾車16247,"""生產路297巷口""",183,"""東區-17""",25
201852,台南市東區,2,2001852,"""崇文里""",垃圾車16248,"""崇德24街63號各2分鐘""",183,"""東區-17""",25
201853,台南市東區,2,2001853,"""崇文里""",垃圾車16249,"""崇德23街與生產路297巷口""",183,"""東區-17""",25
201854,台南市東區,2,2001854,"""崇文里""",垃圾車16250,"""崇德22街75號""",183,"""東區-17""",25
201855,台南市東區,2,2001855,"""崇文里""",垃圾車16251,"""崇德路21街64號口""",183,"""東區-17""",25
201856,台南市東區,2,2001856,"""崇文里""",垃圾車16252,"""崇德20街68號前路口""",183,"""東區-17""",25
201857,台南市東區,2,2001857,"""崇文里""",垃圾車16253,"""崇德路747號""",183,"""東區-17""",25
201858,台南市東區,2,2001858,"""崇文里""",垃圾車16254,"""崇德19街8號富貴人家大樓各2分鐘""",183,"""東區-17""",25
201859,台南市東區,2,2001859,"""崇文里""",垃圾車16255,"""崇德19街55號路口""",183,"""東區-17""",25
201860,台南市東區,2,2001860,"""崇文里""",垃圾車16256,"""崇德18街74號路口""",183,"""東區-17""",25
201861,台南市東區,2,2001861,"""崇文里""",垃圾車16257,"""崇德18街16號路口""",183,"""東區-17""",25
201862,台南市東區,2,2001862,"""崇文里""",垃圾車16258,"""崇德17街口""",183,"""東區-17""",25
201863,台南市東區,2,2001863,"""崇文里""",垃圾車16259,"""崇德15街35號路口""",183,"""東區-17""",25
201864,台南市東區,2,2001864,"""德高里""",垃圾車16260,"""仁和路139巷60弄12號前""",183,"""東區-17""",25
201865,台南市東區,2,2001865,"""仁和里""",垃圾車16261,"""利東街27號前""",183,"""東區-17""",25
201866,台南市東區,2,2001866,"""和平里""",垃圾車16262,"""文化路132號""",184,"""東區-18""",25
201867,台南市東區,2,2001867,"""和平里""",垃圾車16263,"""東門路三段226巷口""",184,"""東區-18""",25
201868,台南市東區,2,2001868,"""和平里""",垃圾車16264,"""東門路三段280巷口""",184,"""東區-18""",25
201869,台南市東區,2,2001869,"""崇善里""",垃圾車16265,"""崇善路809號大樓前""",184,"""東區-18""",25
201870,台南市東區,2,2001870,"""崇善里""",垃圾車16266,"""崇善11街口""",184,"""東區-18""",25
201871,台南市東區,2,2001871,"""崇善里""",垃圾車16267,"""崇善路與崇善8街口""",184,"""東區-18""",25
201872,台南市東區,2,2001872,"""崇善里""",垃圾車16268,"""崇善路515號""",184,"""東區-18""",25
201873,台南市東區,2,2001873,"""崇善里""",垃圾車16269,"""崇善路291號""",184,"""東區-18""",25
201874,台南市東區,2,2001874,"""中西里""",垃圾車16270,"""東門路一段267巷口""",184,"""東區-18""",25
201875,台南市東區,2,2001875,"""龍山里""",垃圾車16271,"""東門路一段320號""",184,"""東區-18""",25
201876,台南市東區,2,2001876,"""龍山里""",垃圾車16272,"""東門路一段350號""",184,"""東區-18""",25
201877,台南市東區,2,2001877,"""龍山里""",垃圾車16273,"""東門路二段30號""",184,"""東區-18""",25
201878,台南市東區,2,2001878,"""龍山里""",垃圾車16274,"""東門路二段104巷口""",184,"""東區-18""",25
201879,台南市東區,2,2001879,"""龍山里""",垃圾車16275,"""東門路二段134巷口""",184,"""東區-18""",25
201880,台南市東區,2,2001880,"""中西里""",垃圾車16276,"""東寧路170巷口""",184,"""東區-18""",25
201881,台南市東區,2,2001881,"""崇誨里""",垃圾車16277,"""東寧路248巷口""",184,"""東區-18""",25
201882,台南市東區,2,2001882,"""崇誨里""",垃圾車16278,"""東寧路296巷口""",184,"""東區-18""",25
201883,台南市東區,2,2001883,"""裕農里""",垃圾車16279,"""東寧路472巷口""",184,"""東區-18""",25
201884,台南市東區,2,2001884,"""裕農里""",垃圾車16280,"""東寧路536號""",184,"""東區-18""",25
201885,台南市東區,2,2001885,"""裕農里""",垃圾車16281,"""東寧路562號""",184,"""東區-18""",25
201886,台南市東區,2,2001886,"""富強里""",垃圾車16282,"""中華東路二段62~66號""",184,"""東區-18""",25
201887,台南市東區,2,2001887,"""富強里""",垃圾車16283,"""中華東路二段96巷口""",184,"""東區-18""",25
201888,台南市東區,2,2001888,"""崇信里""",垃圾車16284,"""中華東路三段24巷口""",184,"""東區-18""",25
201889,台南市東區,2,2001889,"""崇信里""",垃圾車16285,"""中華東路三段152號前""",184,"""東區-18""",25
201890,台南市東區,2,2001890,"""崇學里""",垃圾車16286,"""中華東路三段258號前""",184,"""東區-18""",25
201891,台南市東區,2,2001891,"""崇學里""",垃圾車16287,"""中華東路三段298號前""",184,"""東區-18""",25
201892,台南市東區,2,2001892,"""崇學里""",垃圾車16288,"""中華東路三段與崇明路口""",184,"""東區-18""",25
201893,台南市東區,2,2001893,"""崇學里""",垃圾車16289,"""崇明路339號""",184,"""東區-18""",25
201894,台南市東區,2,2001894,"""崇學里""",垃圾車16290,"""崇明路237號""",184,"""東區-18""",25
201895,台南市東區,2,2001895,"""崇善里""",垃圾車16291,"""崇善11街71號""",184,"""東區-18""",25
201896,台南市東區,2,2001896,"""崇善里""",垃圾車16292,"""崇善11街55號""",184,"""東區-18""",25
201897,台南市東區,2,2001897,"""崇德里""",垃圾車16293,"""崇道路89號""",184,"""東區-18""",25
201898,台南市東區,2,2001898,"""崇成里""",垃圾車16294,"""崇明18街47號""",184,"""東區-18""",25
201899,台南市東區,2,2001899,"""崇成里""",垃圾車16295,"""崇明17街37號""",184,"""東區-18""",25
201900,台南市東區,2,2001900,"""崇成里""",垃圾車16296,"""崇明16街22-28號""",184,"""東區-18""",25
201901,台南市東區,2,2001901,"""崇成里""",垃圾車16297,"""崇道路24號""",184,"""東區-18""",25
201902,台南市東區,2,2001902,"""崇德里""",垃圾車16298,"""崇德路561號""",184,"""東區-18""",25
201903,台南市東區,2,2001903,"""崇誨里""",垃圾車16299,"""林森路二段192巷口全家對面""",184,"""東區-18""",25
201904,台南市東區,2,2001904,"""崇誨里""",垃圾車16300,"""林森路二段192巷24弄輿衛國街114巷口""",184,"""東區-18""",25
201905,台南市東區,2,2001905,"""崇誨里""",垃圾車16301,"""林森路二段192巷24弄23號""",184,"""東區-18""",25
201906,台南市東區,2,2001906,"""崇誨里""",垃圾車16302,"""東寧路226之1號""",184,"""東區-18""",25
201907,台南市東區,2,2001907,"""崇誨里""",垃圾車16303,"""林森路二段192巷22號萊爾富前""",184,"""東區-18""",25
201908,台南市東區,2,2001908,"""小東里""",垃圾車16304,"""東安路238~252號""",184,"""東區-18""",25
201909,台南市東區,2,2001909,"""小東里""",垃圾車16305,"""東安路292號""",184,"""東區-18""",25
201910,台南市東區,2,2001910,"""大學里""",垃圾車16306,"""林森路二段與長榮路三段66巷尾交叉口""",185,"""東區-19""",25
201911,台南市東區,2,2001911,"""大學里""",垃圾車16307,"""東寧路93巷口""",185,"""東區-19""",25
201912,台南市東區,2,2001912,"""大學里""",垃圾車16308,"""長榮路三段30巷口""",185,"""東區-19""",25
201913,台南市東區,2,2001913,"""大學里""",垃圾車16309,"""長榮路三段58號""",185,"""東區-19""",25
201914,台南市東區,2,2001914,"""大學里""",垃圾車16310,"""長榮路三段86巷口""",185,"""東區-19""",25
201915,台南市東區,2,2001915,"""大學里""",垃圾車16311,"""長榮路三段86巷20號公寓""",185,"""東區-19""",25
201916,台南市東區,2,2001916,"""成大里""",垃圾車16312,"""勝利路103號""",185,"""東區-19""",25
201917,台南市東區,2,2001917,"""成大里""",垃圾車16313,"""育樂街與勝利路口""",185,"""東區-19""",25
201918,台南市東區,2,2001918,"""成大里""",垃圾車16314,"""大學路西段49號""",185,"""東區-19""",25
201919,台南市東區,2,2001919,"""大學里""",垃圾車16315,"""大學路12巷口""",185,"""東區-19""",25
201920,台南市東區,2,2001920,"""大學里""",垃圾車16316,"""長榮路三段133號""",185,"""東區-19""",25
201921,台南市東區,2,2001921,"""大學里""",垃圾車16317,"""長榮路三段45~51號前""",185,"""東區-19""",25
201922,台南市東區,2,2001922,"""東明里""",垃圾車16318,"""東興路123號""",185,"""東區-19""",25
201923,台南市東區,2,2001923,"""東明里""",垃圾車16319,"""東興路31巷口""",185,"""東區-19""",25
201924,台南市東區,2,2001924,"""東明里""",垃圾車16320,"""東興路11巷口""",185,"""東區-19""",25
201925,台南市東區,2,2001925,"""東明里""",垃圾車16321,"""怡東路22號""",185,"""東區-19""",25
201926,台南市東區,2,2001926,"""東明里""",垃圾車16322,"""怡東路32號前""",185,"""東區-19""",25
201927,台南市東區,2,2001927,"""東明里""",垃圾車16323,"""怡東路58巷口""",185,"""東區-19""",25
201928,台南市東區,2,2001928,"""東明里""",垃圾車16324,"""怡東路86巷口""",185,"""東區-19""",25
201929,台南市東區,2,2001929,"""東明里""",垃圾車16325,"""東安路12巷口""",185,"""東區-19""",25
201930,台南市東區,2,2001930,"""東明里""",垃圾車16326,"""東安路30巷口""",185,"""東區-19""",25
201931,台南市東區,2,2001931,"""東明里""",垃圾車16327,"""東安路48巷口""",185,"""東區-19""",25
201932,台南市東區,2,2001932,"""東明里""",垃圾車16328,"""東安路92巷口""",185,"""東區-19""",25
201933,台南市東區,2,2001933,"""東明里""",垃圾車16329,"""東寧路201巷119號前""",185,"""東區-19""",25
201934,台南市東區,2,2001934,"""東明里""",垃圾車16330,"""東寧路201巷95號前""",185,"""東區-19""",25
201935,台南市東區,2,2001935,"""東明里""",垃圾車16331,"""東寧路201巷51號前""",185,"""東區-19""",25
201936,台南市東區,2,2001936,"""莊敬里""",垃圾車16332,"""東平路12巷7號""",185,"""東區-19""",25
201937,台南市東區,2,2001937,"""莊敬里""",垃圾車16333,"""莊敬路136巷23號""",185,"""東區-19""",25
201938,台南市東區,2,2001938,"""莊敬里""",垃圾車16334,"""莊敬路158巷23號""",185,"""東區-19""",25
201939,台南市東區,2,2001939,"""莊敬里""",垃圾車16335,"""中華東路一段80巷13號""",185,"""東區-19""",25
201940,台南市東區,2,2001940,"""莊敬里""",垃圾車16336,"""莊敬路205巷口""",185,"""東區-19""",25
201941,台南市東區,2,2001941,"""莊敬里""",垃圾車16337,"""莊敬路181巷口""",185,"""東區-19""",25
201942,台南市東區,2,2001942,"""莊敬里""",垃圾車16338,"""莊敬路123巷口""",185,"""東區-19""",25
201943,台南市東區,2,2001943,"""莊敬里""",垃圾車16339,"""東平路60號""",185,"""東區-19""",25
201944,台南市東區,2,2001944,"""莊敬里""",垃圾車16340,"""莊敬路與小東路口""",185,"""東區-19""",25
201945,台南市東區,2,2001945,"""莊敬里""",垃圾車16341,"""小東路與中華東路口""",185,"""東區-19""",25
201946,台南市東區,2,2001946,"""莊敬里""",垃圾車16342,"""小東路與東和路口""",185,"""東區-19""",25
201947,台南市東區,2,2001947,"""莊敬里""",垃圾車16343,"""東光路二段121巷38號""",185,"""東區-19""",25
201948,台南市東區,2,2001948,"""莊敬里""",垃圾車16344,"""東光路二段121巷1號""",185,"""東區-19""",25
201949,台南市東區,2,2001949,"""莊敬里""",垃圾車16345,"""東光路二段109巷口""",185,"""東區-19""",25
201950,台南市東區,2,2001950,"""莊敬里""",垃圾車16346,"""東光路二段77巷口""",185,"""東區-19""",25
201951,台南市東區,2,2001951,"""莊敬里""",垃圾車16347,"""東光路二段55巷口""",185,"""東區-19""",25
201952,台南市東區,2,2001952,"""莊敬里""",垃圾車16348,"""東光路二段25巷口""",185,"""東區-19""",25
201953,台南市東區,2,2001953,"""莊敬里""",垃圾車16349,"""東光路二段11巷口""",185,"""東區-19""",25
201954,台南市東區,2,2001954,"""莊敬里""",垃圾車16350,"""東光路二段雙號沿路收""",185,"""東區-19""",25
201955,台南市東區,2,2001955,"""莊敬里""",垃圾車16351,"""東光路二段128巷口""",185,"""東區-19""",25
201956,台南市東區,2,2001956,"""大福里""",垃圾車16352,"""大同路二段327號與榮譽街口""",186,"""東區-20""",25
201957,台南市東區,2,2001957,"""路東里""",垃圾車16353,"""大同路二段97巷口""",186,"""東區-20""",25
201958,台南市東區,2,2001958,"""路東里""",垃圾車16354,"""大同路二段45~47號""",186,"""東區-20""",25
201959,台南市東區,2,2001959,"""大同里""",垃圾車16355,"""林森路一段51號前""",186,"""東區-20""",25
201960,台南市東區,2,2001960,"""大同里""",垃圾車16356,"""大同路一段329巷口""",186,"""東區-20""",25
201961,台南市東區,2,2001961,"""東安里""",垃圾車16357,"""東門路二段43巷與長榮路二段24巷口""",186,"""東區-20""",25
201962,台南市東區,2,2001962,"""東安里""",垃圾車16358,"""長榮路二段24巷與衛國街口""",186,"""東區-20""",25
