S_ID,station_no,Store_type,Location_ID,name_tw,district_tw,address_tw,lat,lng,Section
30425,"""501335012""",3,300425,"""歸南國小""",台南市歸仁區,"""民權南路171號""","""22.96384""","""120.28782""",33.0
30426,"""501335013""",3,300426,"""臺鐵長榮大學站""",台南市歸仁區,"""長大路17號(西南側)""","""22.90757""","""120.27302""",33.0
30427,"""501335014""",3,300427,"""國科會-研發大樓""",台南市歸仁區,"""歸仁十三路一段6號""","""22.92345""","""120.28877""",33.0
30428,"""501335015""",3,300428,"""長榮大學第三宿舍""",台南市歸仁區,"""臺南市歸仁區長大路1號""","""22.90555""","""120.27456""",33.0
30429,"""501336001""",3,300429,"""關廟轉運站""",台南市關廟區,"""中正路560號""","""22.96353""","""120.33732""",35.0
30430,"""501336002""",3,300430,"""大潭埤旺萊公園""",台南市關廟區,"""旺萊路466巷(公園)""","""22.95722""","""120.34072""",35.0
30431,"""501336003""",3,300431,"""關廟區公所""",台南市關廟區,"""中正路998號""","""22.96281""","""120.32772""",35.0
30432,"""501336004""",3,300432,"""關廟國小""",台南市關廟區,"""文衡路121號""","""22.96355""","""120.32617""",35.0
30433,"""501336005""",3,300433,"""正義武聖""",台南市關廟區,"""正義街37號""","""22.96173""","""120.32527""",35.0
30434,"""501337001""",3,300434,"""鹽水觀光美食城""",台南市鹽水區,"""康樂路56號""","""23.31955""","""120.26859""",30.0
30435,"""501337003""",3,300435,"""南門路停車場""",台南市鹽水區,"""南門路47號西側""","""23.31523""","""120.26743""",30.0
30436,"""501337004""",3,300436,"""鹽水區公所公三停車場""",台南市鹽水區,"""武廟路1號(南側停車場)""","""23.32010""","""120.26492""",30.0
