S_ID,Name,Store_type,Location_ID,Section,Address,Latitude,Longitude,Rating
70154,立德婦內科中醫診所,7,700154,3,"No. 207號, Section 2, Minquan Rd, West Central District, Tainan City, Taiwan 700",22.9951793,120.2020098,0.0
70155,周智夫內科中醫診所,7,700155,3,"No. 27號, Lane 300, Section 2, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9967139,120.2004244,0.0
70156,陸健邦耳鼻喉科診所,7,700156,3,"No. 277號, Section 3, Jinhua Rd, West Central District, Tainan City, Taiwan 700",22.9958167,120.1937452,4.0
70157,沐黎時尚美學診所 府前店,7,700157,3,"No. 312號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9923754,120.1891071,5.0
70158,國光醫事放射科,7,700158,3,"700, Taiwan, 台灣省台南市 中西區金華路三段90號",22.9907619,120.1927566,0.0
70159,信鴻中醫診所,7,700159,3,"No. 108號, Section 3, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9985782,120.1970948,5.0
70160,建壽中醫診所,7,700160,3,"No. 20號, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.0022059,120.1957714,0.0
70161,Yongchuan Hospital ENT,7,700161,3,"No. 169, Chenggong Rd, West Central District, Tainan City, Taiwan 700",22.9980535,120.2063234,4.0
70162,台南維格診所 皮秒雷射｜UP雷射｜鳳凰電波FLX｜增肌減脂EMSCULPT｜絲酷秀溶脂｜酷塑冷凍減脂｜威塑抽脂｜miraDry腋下多汗｜手術,7,700162,3,"No. 52號, Zhongshan Rd, West Central District, Tainan City, Taiwan 70043",22.9933514,120.206741,4.9
70163,Joy Family Clinic,7,700163,3,"No. 132號, Section 1, Dongguang Rd, East District, Tainan City, Taiwan 701",22.9947258,120.2314131,3.8
70164,中正伊美時尚診所(整形外科),7,700164,3,"No. 162號, Jhongjheng Rd, West Central District, Tainan City, Taiwan 700",22.9927965,120.1989443,4.3
70165,星和診所 台南醫美 - | 皮秒雷射 | 瑞絲朗玻尿酸 | 鳳凰電波FLX | 增肌減脂,7,700165,3,"700, Taiwan, Tainan City, West Central District, Heyi Rd, 60號1、2樓",22.9885654,120.1983514,4.8
70166,昕霈中醫診所-不孕|婦科|皮膚科|過敏|減重埋線美顏針|胃食道逆流,7,700166,3,"No. 391號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9973698,120.1887029,4.9
70167,楊介元診所,7,700167,3,"No. 129, Section 5, Hewei Rd, West Central District, Tainan City, Taiwan 700",23.0054907,120.1836476,3.0
